
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 60
lreps: 9 with reps: 3

Warmup length: 10001 reps: 60
lreps: 9 with reps: 3

total: 600120
  End warm up (21060 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (min time + 1 stddev)

Timings are estimated using auto-tune to satisfy the maximal uncertainty of       2.00 % , convergence at       4.00 sigma with max test duration =    3000.00 ms.


COLUMNS:Length Sub-size  Builder Tweaker	BASELINE	DPQ_11	DPQ_18_11_21	DPQ_18_11I	DPQ_18_11P	RADIX	MARLIN	[DPQ_11 % DPQ_18_11_21]

lreps: 9 with reps: 15695

5000 4  STAGGER DITHER____	   0.000810	   0.040184	   0.185550	   0.154583	   0.191972	   0.035064	   0.057265	     21.66 % 
5000 4  SAWTOTH DITHER____	   0.000811	   0.019011	   0.016233	   0.016604	   0.016510	   0.054987	   0.149636	    117.11 % .!!.
5000 4  _RANDOM DITHER____	   0.000810	   0.044173	   0.057657	   0.048561	   0.057755	   0.055286	   0.262991	     76.61 % 
5000 4  PLATEAU DITHER____	   0.000810	   0.014523	   0.015507	   0.015237	   0.016695	   0.054944	   0.135723	     93.65 % 
5000 4  SHUFFLE DITHER____	   0.000808	   0.169836	   0.154673	   0.134366	   0.158707	   0.109439	   0.173627	    109.80 % .!.
5000 16  STAGGER IDENT_____	   0.000806	   0.072129	   0.214833	   0.193098	   0.223225	   0.088777	   0.079968	     33.57 % 
5000 16  SAWTOTH IDENT_____	   0.000811	   0.036355	   0.051889	   0.040456	   0.051838	   0.055119	   0.127857	     70.06 % 
5000 16  _RANDOM IDENT_____	   0.000811	   0.091267	   0.093056	   0.086983	   0.093013	   0.055357	   0.301891	     98.08 % 
5000 16  PLATEAU IDENT_____	   0.000810	   0.002346	   0.002936	   0.002937	   0.002936	   0.002044	   0.018475	     79.92 % 
5000 16  SHUFFLE IDENT_____	   0.000811	   0.093784	   0.064700	$   0.051935	   0.073380	   0.103055	   0.100976	    144.95 % .!!!.
5000 16  STAGGER REVERSE___	   0.000808	   0.076146	   0.217275	   0.194432	   0.223683	   0.092179	   0.128338	     35.05 % 
5000 16  SAWTOTH REVERSE___	   0.000810	   0.042399	   0.058659	   0.041897	   0.059094	   0.055621	   0.159486	     72.28 % 
5000 16  _RANDOM REVERSE___	   0.000810	   0.087983	   0.088627	   0.082912	   0.088676	   0.055603	   0.301884	     99.27 % 
5000 16  PLATEAU REVERSE___	   0.000814	   0.006112	   0.001562	   0.001569	   0.001555	   0.001486	   0.018422	    391.35 % .!!!!!.
5000 16  SHUFFLE REVERSE___	   0.000813	   0.084344	   0.068439	   0.062483	   0.080279	   0.102155	   0.149267	    123.24 % .!!!.
5000 16  STAGGER REVERSE_FR	   0.000811	   0.073224	   0.219198	   0.196218	   0.228824	   0.089813	   0.103627	     33.41 % 
5000 16  SAWTOTH REVERSE_FR	   0.000811	   0.049909	   0.061251	   0.045100	   0.061375	   0.055634	   0.149510	     81.48 % 
5000 16  _RANDOM REVERSE_FR	   0.000814	   0.088739	   0.090843	   0.088004	   0.089478	   0.055483	   0.302463	     97.68 % 
5000 16  PLATEAU REVERSE_FR	   0.000806	   0.016679	   0.001588	   0.001592	   0.001567	   0.001515	   0.018813	   1050.52 % .!!!!!.
5000 16  SHUFFLE REVERSE_FR	   0.000809	   0.103555	   0.071578	   0.056796	   0.081199	   0.101797	   0.123758	    144.67 % .!!!.
5000 16  STAGGER REVERSE_BA	   0.000811	   0.074414	   0.212498	   0.191050	   0.217260	   0.089567	   0.103766	     35.02 % 
5000 16  SAWTOTH REVERSE_BA	   0.000811	   0.030483	   0.058499	   0.042624	   0.058055	   0.055185	   0.150389	     52.11 % 
5000 16  _RANDOM REVERSE_BA	   0.000812	   0.089772	   0.091645	   0.084629	   0.091353	   0.055483	   0.301436	     97.96 % 
5000 16  PLATEAU REVERSE_BA	   0.000810	   0.002360	   0.002936	   0.002945	   0.002935	   0.002043	   0.018583	     80.38 % 
5000 16  SHUFFLE REVERSE_BA	   0.000812	   0.086540	   0.085243	   0.075351	   0.095137	   0.102277	   0.124313	    101.52 % ..
5000 16  STAGGER SORT______	   0.000809	   0.002360	   0.002941	   0.002947	   0.002935	   0.002041	   0.016535	     80.23 % 
5000 16  SAWTOTH SORT______	   0.000813	   0.002377	   0.002858	   0.002863	   0.002855	   0.001957	   0.018211	     83.17 % 
5000 16  _RANDOM SORT______	   0.000813	   0.002369	   0.002857	   0.002866	   0.002852	   0.001963	   0.018338	     82.92 % 
5000 16  PLATEAU SORT______	   0.000808	   0.002356	   0.002932	   0.002933	   0.002932	   0.002041	   0.018507	     80.35 % 
5000 16  SHUFFLE SORT______	   0.000809	   0.002368	   0.002936	   0.002947	   0.002940	   0.002042	   0.016507	     80.64 % 
5000 16  STAGGER DITHER____	   0.000811	   0.072145	   0.220346	   0.195090	   0.228318	   0.089050	   0.080241	     32.74 % 
5000 16  SAWTOTH DITHER____	   0.000807	   0.063602	   0.083610	   0.066224	   0.082387	   0.055183	   0.185436	     76.07 % 
5000 16  _RANDOM DITHER____	   0.000810	   0.092868	   0.096747	   0.089985	   0.095601	   0.055653	   0.310347	     95.99 % 
5000 16  PLATEAU DITHER____	   0.000811	   0.014469	   0.014100	   0.013719	   0.013899	   0.054998	   0.136424	    102.62 % ..
5000 16  SHUFFLE DITHER____	   0.000812	   0.114914	   0.075688	   0.068980	   0.084283	   0.106182	   0.110927	    151.83 % .!!!.
5000 64  STAGGER IDENT_____	   0.000806	   0.107005	   0.244958	   0.225582	   0.250020	   0.074623	   0.103986	     43.68 % 
5000 64  SAWTOTH IDENT_____	   0.000810	   0.101768	   0.115920	   0.095559	   0.118504	   0.056092	   0.108989	     87.79 % 
5000 64  _RANDOM IDENT_____	   0.000809	   0.157045	   0.159873	   0.155712	   0.162764	   0.055645	   0.359741	     98.23 % 
5000 64  PLATEAU IDENT_____	   0.000815	   0.002362	   0.002929	   0.002930	   0.002927	   0.002048	   0.018559	     80.63 % 
5000 64  SHUFFLE IDENT_____	   0.000809	   0.071441	   0.042884	   0.035992	   0.045856	   0.103718	   0.077986	    166.59 % .!!!!.
5000 64  STAGGER REVERSE___	   0.000812	   0.111090	   0.242562	   0.226715	   0.247728	   0.075836	   0.152694	     45.80 % 
5000 64  SAWTOTH REVERSE___	   0.000812	   0.111974	   0.108138	   0.090975	   0.114253	   0.056756	   0.155551	    103.55 % ..
5000 64  _RANDOM REVERSE___	   0.000813	   0.155526	   0.160897	   0.157990	   0.164068	   0.055642	   0.360651	     96.66 % 
5000 64  PLATEAU REVERSE___	   0.000812	   0.006102	   0.001674	   0.001662	   0.001663	   0.001549	   0.018848	    364.46 % .!!!!!.
5000 64  SHUFFLE REVERSE___	   0.000812	   0.082164	   0.050306	   0.043504	   0.054432	   0.101515	   0.123830	    163.33 % .!!!!.
5000 64  STAGGER REVERSE_FR	   0.000808	   0.108818	   0.252550	   0.228178	   0.260988	   0.075512	   0.127721	     43.09 % 
5000 64  SAWTOTH REVERSE_FR	   0.000807	   0.109637	   0.112955	   0.090314	   0.119515	   0.056704	   0.135144	     97.06 % 
5000 64  _RANDOM REVERSE_FR	   0.000811	   0.159493	   0.156518	   0.153545	   0.159618	   0.055737	   0.360370	    101.90 % ..
5000 64  PLATEAU REVERSE_FR	   0.000807	   0.016650	   0.001692	   0.001696	   0.001674	   0.001587	   0.019047	    984.12 % .!!!!!.
5000 64  SHUFFLE REVERSE_FR	   0.000807	   0.078969	   0.055056	   0.043273	   0.060500	   0.103412	   0.100508	    143.43 % .!!!.
5000 64  STAGGER REVERSE_BA	   0.000812	   0.110285	   0.253534	   0.230867	   0.259228	   0.074749	   0.127783	     43.50 % 
5000 64  SAWTOTH REVERSE_BA	   0.000809	   0.105860	   0.105831	   0.091008	   0.107314	   0.056064	   0.134706	    100.03 % ..
5000 64  _RANDOM REVERSE_BA	   0.000808	   0.157828	   0.161324	   0.152063	   0.160690	   0.055587	   0.360135	     97.83 % 
5000 64  PLATEAU REVERSE_BA	   0.000809	   0.002361	   0.002940	   0.002946	   0.002924	   0.002044	   0.018604	     80.30 % 
5000 64  SHUFFLE REVERSE_BA	   0.000811	   0.077797	   0.053304	   0.044126	   0.057459	   0.103170	   0.103931	    145.95 % .!!!.
5000 64  STAGGER SORT______	   0.000811	   0.002364	   0.002937	   0.002949	   0.002938	   0.002037	   0.016557	     80.52 % 
5000 64  SAWTOTH SORT______	   0.000810	   0.002376	   0.002933	   0.002930	   0.002929	   0.002051	   0.017567	     81.03 % 
5000 64  _RANDOM SORT______	   0.000816	   0.002364	   0.002921	   0.002930	   0.002914	   0.002044	   0.018101	     80.91 % 
5000 64  PLATEAU SORT______	   0.000809	   0.002359	   0.002933	   0.002947	   0.002932	   0.002042	   0.018497	     80.45 % 
5000 64  SHUFFLE SORT______	   0.000811	   0.002353	   0.002938	   0.002944	   0.002928	   0.002041	   0.016534	     80.11 % 
5000 64  STAGGER DITHER____	   0.000808	   0.107008	   0.244762	   0.225902	   0.249741	   0.074702	   0.103674	     43.72 % 
5000 64  SAWTOTH DITHER____	   0.000809	   0.115022	   0.130314	   0.118712	   0.130790	   0.055745	   0.138241	     88.26 % 
5000 64  _RANDOM DITHER____	   0.000814	   0.161795	   0.162915	   0.154157	   0.163298	   0.055699	   0.361375	     99.31 % 
5000 64  PLATEAU DITHER____	   0.000810	   0.014787	   0.014214	   0.013966	   0.013981	   0.055146	   0.135802	    104.03 % ..
5000 64  SHUFFLE DITHER____	   0.000815	   0.085612	   0.047024	   0.039519	   0.050905	   0.104161	   0.086554	    182.06 % .!!!!.
5000 256  STAGGER IDENT_____	   0.000809	   0.274346	   0.269535	   0.250692	   0.273350	   0.086655	   0.124100	    101.78 % ..
5000 256  SAWTOTH IDENT_____	   0.000809	   0.070656	   0.186103	   0.170564	   0.192079	   0.057445	   0.082643	     37.97 % 
5000 256  _RANDOM IDENT_____	   0.000811	   0.237142	   0.266537	   0.251877	   0.265999	   0.056044	   0.406328	     88.97 % 
5000 256  PLATEAU IDENT_____	   0.000813	   0.002359	   0.002937	   0.002941	   0.002933	   0.002039	   0.018469	     80.30 % 
5000 256  SHUFFLE IDENT_____	   0.000806	   0.054311	   0.035020	   0.027511	   0.038163	   0.102314	   0.054177	    155.09 % .!!!.
5000 256  STAGGER REVERSE___	   0.000808	   0.266518	   0.264468	   0.246996	   0.268463	   0.086607	   0.158982	    100.78 % ..
5000 256  SAWTOTH REVERSE___	   0.000812	   0.074337	   0.217998	   0.183130	   0.221023	   0.060275	   0.130692	     34.10 % 
5000 256  _RANDOM REVERSE___	   0.000813	   0.239076	   0.267016	   0.254987	   0.266434	   0.056039	   0.407422	     89.54 % 
5000 256  PLATEAU REVERSE___	   0.000813	   0.006135	   0.002161	   0.002171	   0.002153	   0.001821	   0.020315	    283.88 % .!!!!!.
5000 256  SHUFFLE REVERSE___	   0.000809	   0.053716	   0.053840	   0.044035	   0.056645	   0.103155	   0.099803	     99.77 % 
5000 256  STAGGER REVERSE_FR	   0.000809	   0.279722	   0.284551	   0.254354	   0.285213	   0.086554	   0.143403	     98.30 % 
5000 256  SAWTOTH REVERSE_FR	   0.000808	   0.073621	   0.211154	   0.183848	   0.214982	   0.059355	   0.108004	     34.87 % 
5000 256  _RANDOM REVERSE_FR	   0.000813	   0.239309	   0.267303	   0.254102	   0.264908	   0.056068	   0.407249	     89.53 % 
5000 256  PLATEAU REVERSE_FR	   0.000814	   0.016665	   0.002166	   0.002170	   0.002151	   0.001842	   0.020659	    769.35 % .!!!!!.
5000 256  SHUFFLE REVERSE_FR	   0.000810	   0.057449	   0.052266	   0.038709	   0.054602	   0.103429	   0.077155	    109.92 % .!.
5000 256  STAGGER REVERSE_BA	   0.000808	   0.272904	   0.266892	   0.245703	   0.269990	   0.086489	   0.144687	    102.25 % ..
5000 256  SAWTOTH REVERSE_BA	   0.000812	   0.074618	   0.200532	   0.174809	   0.205154	   0.058267	   0.107128	     37.21 % 
5000 256  _RANDOM REVERSE_BA	   0.000810	   0.235434	   0.261509	   0.248837	   0.260848	   0.056005	   0.407295	     90.03 % 
5000 256  PLATEAU REVERSE_BA	   0.000807	   0.002359	   0.002944	   0.002948	   0.002940	   0.002048	   0.018484	     80.12 % 
5000 256  SHUFFLE REVERSE_BA	   0.000810	   0.061730	   0.045559	   0.035962	   0.048630	   0.099861	   0.076963	    135.50 % .!!!.
5000 256  STAGGER SORT______	   0.000809	   0.002359	   0.002940	   0.002941	   0.002935	   0.002043	   0.016520	     80.25 % 
5000 256  SAWTOTH SORT______	   0.000810	   0.002377	   0.002936	   0.002947	   0.002933	   0.002039	   0.016657	     80.97 % 
5000 256  _RANDOM SORT______	   0.000810	   0.002377	   0.002943	   0.002946	   0.002938	   0.002046	   0.017007	     80.75 % 
5000 256  PLATEAU SORT______	   0.000811	   0.002358	   0.002938	   0.002944	   0.002936	   0.002039	   0.018338	     80.28 % 
5000 256  SHUFFLE SORT______	   0.000807	   0.002363	   0.002943	   0.002947	   0.002930	   0.002047	   0.016515	     80.28 % 
5000 256  STAGGER DITHER____	   0.000810	   0.276552	   0.267283	   0.245937	   0.268236	   0.086861	   0.126568	    103.47 % ..
5000 256  SAWTOTH DITHER____	   0.000813	   0.154307	   0.210722	   0.190893	   0.215631	   0.056569	   0.108098	     73.23 % 
5000 256  _RANDOM DITHER____	   0.000812	   0.241202	   0.270008	   0.254460	   0.267716	   0.056688	   0.407323	     89.33 % 
5000 256  PLATEAU DITHER____	   0.000811	   0.018133	   0.015821	   0.015030	   0.016151	   0.056068	   0.134407	    114.61 % .!!.
5000 256  SHUFFLE DITHER____	   0.000809	   0.050880	   0.038816	   0.030938	   0.041523	   0.100790	   0.068355	    131.08 % .!!!.
5000 1024  STAGGER IDENT_____	   0.000812	   0.179764	   0.245876	   0.226788	   0.245873	   0.072098	   0.145011	     73.11 % 
5000 1024  SAWTOTH IDENT_____	   0.000813	   0.040129	   0.189439	   0.156002	   0.200003	   0.035073	   0.056982	     21.18 % 
5000 1024  _RANDOM IDENT_____	   0.000807	   0.303158	   0.292215	   0.272472	   0.295089	   0.072459	   0.435997	    103.75 % ..
5000 1024  PLATEAU IDENT_____	   0.000809	   0.002361	   0.002940	   0.002941	   0.002935	   0.002048	   0.018207	     80.29 % 
5000 1024  SHUFFLE IDENT_____	   0.000811	!  0.015471	!  0.014029	!  0.011137	!  0.015619	!  0.013921	!  0.026978	    110.28 % .!!.
5000 1024  STAGGER REVERSE___	   0.000816	   0.198805	   0.236668	   0.223215	   0.235838	   0.072712	   0.153072	     84.00 % 
5000 1024  SAWTOTH REVERSE___	   0.000809	   0.043936	   0.201660	   0.169160	   0.209302	   0.038443	   0.103832	     21.79 % 
5000 1024  _RANDOM REVERSE___	   0.000814	   0.298180	   0.293929	   0.273613	   0.293696	   0.072495	   0.437028	    101.45 % ..
5000 1024  PLATEAU REVERSE___	   0.000812	   0.006094	   0.003839	   0.003852	   0.003834	   0.002844	   0.026797	    158.74 % .!!!.
5000 1024  SHUFFLE REVERSE___	   0.000814	!  0.017858	!  0.035115	!  0.029951	!  0.037473	!  0.016327	   0.070736	     50.86 % 
5000 1024  STAGGER REVERSE_FR	   0.000811	   0.191163	   0.240844	   0.221400	   0.242578	   0.072163	   0.151613	     79.37 % 
5000 1024  SAWTOTH REVERSE_FR	   0.000810	   0.042012	   0.195155	   0.163179	   0.203925	   0.036848	   0.080768	     21.53 % 
5000 1024  _RANDOM REVERSE_FR	   0.000811	   0.304338	   0.295706	   0.277445	   0.298918	   0.072406	   0.434647	    102.92 % ..
5000 1024  PLATEAU REVERSE_FR	   0.000808	   0.016594	   0.003850	   0.003824	   0.003835	   0.002853	   0.027096	    430.99 % .!!!!!.
5000 1024  SHUFFLE REVERSE_FR	   0.000809	!  0.017568	!  0.027891	!  0.021156	!  0.028937	!  0.024009	   0.048523	     62.99 % 
5000 1024  STAGGER REVERSE_BA	   0.000806	   0.188316	   0.242224	   0.229530	   0.241355	   0.071943	   0.148406	     77.74 % 
5000 1024  SAWTOTH REVERSE_BA	   0.000809	   0.043142	   0.203043	   0.168368	   0.212137	   0.037474	   0.080442	     21.25 % 
5000 1024  _RANDOM REVERSE_BA	   0.000807	   0.303691	   0.292075	   0.272203	   0.296528	   0.071913	   0.435790	    103.98 % ..
5000 1024  PLATEAU REVERSE_BA	   0.000809	   0.002366	   0.002939	   0.002943	   0.002941	   0.002046	   0.018180	     80.51 % 
5000 1024  SHUFFLE REVERSE_BA	   0.000812	   0.027928	!  0.031620	!  0.025304	!  0.033050	   0.024841	   0.048705	     88.33 % 
5000 1024  STAGGER SORT______	   0.000811	   0.002367	   0.002931	   0.002943	   0.002927	   0.002046	   0.016658	     80.75 % 
5000 1024  SAWTOTH SORT______	   0.000811	   0.002367	   0.002935	   0.002948	   0.002930	   0.002039	   0.016595	     80.66 % 
5000 1024  _RANDOM SORT______	   0.000809	   0.002371	   0.002942	   0.002951	   0.002942	   0.002047	   0.016571	     80.58 % 
5000 1024  PLATEAU SORT______	   0.000809	   0.002358	   0.002937	   0.002946	   0.002935	   0.002043	   0.018225	     80.29 % 
5000 1024  SHUFFLE SORT______	   0.000807	   0.002355	   0.002934	   0.002949	   0.002936	   0.002043	   0.016532	     80.25 % 
5000 1024  STAGGER DITHER____	   0.000811	   0.179618	   0.245804	   0.226662	   0.245664	   0.072932	   0.145152	     73.07 % 
5000 1024  SAWTOTH DITHER____	   0.000810	   0.185447	   0.206721	   0.175857	   0.211467	   0.066631	   0.090997	     89.71 % 
5000 1024  _RANDOM DITHER____	   0.000810	   0.305377	   0.292238	   0.275021	   0.297142	   0.072336	   0.435872	    104.50 % ..
5000 1024  PLATEAU DITHER____	   0.000813	   0.022251	   0.021103	   0.018209	   0.021063	   0.058705	   0.124152	    105.44 % .!.
5000 1024  SHUFFLE DITHER____	   0.000811	   0.039576	   0.031737	$   0.024442	   0.033135	   0.083045	   0.056456	    124.70 % .!!!.
5000 4096  STAGGER IDENT_____	   0.000810	   0.276847	   0.277427	   0.259573	   0.280664	   0.086116	   0.154990	     99.79 % 
5000 4096  SAWTOTH IDENT_____	   0.000811	   0.012931	   0.010067	   0.009443	   0.008940	   0.011759	   0.035086	    128.45 % .!!!.
5000 4096  _RANDOM IDENT_____	   0.000812	   0.311043	   0.289937	   0.272919	   0.296330	   0.095258	   0.440727	    107.28 % .!.
5000 4096  PLATEAU IDENT_____	   0.000811	   0.002358	   0.002938	   0.002945	   0.002937	   0.002048	   0.016940	     80.27 % 
5000 4096  SHUFFLE IDENT_____	   0.000812	!  0.013259	!  0.011765	!  0.009738	!  0.012568	!  0.011642	!  0.024099	    112.69 % .!!.
5000 4096  STAGGER REVERSE___	   0.000811	   0.273792	   0.269144	   0.249929	   0.271673	   0.085923	   0.148997	    101.73 % ..
5000 4096  SAWTOTH REVERSE___	   0.000808	   0.017764	   0.015577	   0.014256	   0.014935	   0.016322	   0.080476	    114.04 % .!!.
5000 4096  _RANDOM REVERSE___	   0.000815	   0.308692	   0.291828	   0.270862	   0.296175	   0.095263	   0.441719	    105.78 % .!.
5000 4096  PLATEAU REVERSE___	   0.000811	   0.005917	   0.007405	   0.007408	   0.007418	   0.005077	   0.052858	     79.92 % 
5000 4096  SHUFFLE REVERSE___	   0.000811	!  0.015687	!  0.021176	!  0.018269	!  0.022174	!  0.014278	   0.068138	     74.08 % 
5000 4096  STAGGER REVERSE_FR	   0.000810	   0.283387	   0.282284	   0.254407	   0.280313	   0.086556	   0.166264	    100.39 % ..
5000 4096  SAWTOTH REVERSE_FR	   0.000808	   0.014747	   0.012439	   0.011842	   0.011340	   0.022282	   0.057608	    118.56 % .!!.
5000 4096  _RANDOM REVERSE_FR	   0.000812	   0.309693	   0.292754	   0.272643	   0.297537	   0.094924	   0.440002	    105.79 % .!.
5000 4096  PLATEAU REVERSE_FR	   0.000811	   0.004110	   0.005325	   0.005330	   0.005315	   0.014695	   0.038795	     77.18 % 
5000 4096  SHUFFLE REVERSE_FR	   0.000810	!  0.015202	!  0.023459	!  0.017743	!  0.024201	!  0.021640	   0.046027	     64.80 % 
5000 4096  STAGGER REVERSE_BA	   0.000813	   0.284318	   0.272849	   0.255669	   0.277078	   0.086212	   0.166149	    104.20 % ..
5000 4096  SAWTOTH REVERSE_BA	   0.000811	   0.017174	   0.016672	   0.015213	   0.015899	   0.022249	   0.057719	    103.01 % ..
5000 4096  _RANDOM REVERSE_BA	   0.000810	   0.310242	   0.294044	   0.273984	   0.298105	   0.094893	   0.440894	    105.51 % .!.
5000 4096  PLATEAU REVERSE_BA	   0.000812	   0.016621	   0.013507	   0.012061	   0.012622	   0.014702	   0.030773	    123.05 % .!!!.
5000 4096  SHUFFLE REVERSE_BA	   0.000809	   0.024945	!  0.038295	!  0.029634	!  0.039956	   0.022020	   0.046142	     65.14 % 
5000 4096  STAGGER SORT______	   0.000811	   0.002353	   0.002935	   0.002937	   0.002932	   0.002044	   0.016501	     80.17 % 
5000 4096  SAWTOTH SORT______	   0.000811	   0.002374	   0.002941	   0.002942	   0.002937	   0.002042	   0.016525	     80.71 % 
5000 4096  _RANDOM SORT______	   0.000809	   0.002363	   0.002943	   0.002949	   0.002931	   0.002051	   0.016520	     80.29 % 
5000 4096  PLATEAU SORT______	   0.000811	   0.002349	   0.002927	   0.002943	   0.002933	   0.002052	   0.016914	     80.24 % 
5000 4096  SHUFFLE SORT______	   0.000809	   0.002360	   0.002940	   0.002948	   0.002936	   0.002048	   0.016509	     80.26 % 
5000 4096  STAGGER DITHER____	   0.000814	   0.277053	   0.271730	   0.253701	   0.276472	   0.086462	   0.156518	    101.96 % ..
5000 4096  SAWTOTH DITHER____	   0.000811	   0.090090	   0.106576	   0.083644	   0.111698	   0.080521	   0.082216	     84.53 % 
5000 4096  _RANDOM DITHER____	   0.000811	   0.311087	   0.291853	   0.270745	   0.294965	   0.094937	   0.440191	    106.59 % .!.
5000 4096  PLATEAU DITHER____	   0.000811	   0.038822	   0.035488	   0.028250	   0.035510	   0.069870	   0.088473	    109.39 % .!.
5000 4096  SHUFFLE DITHER____	   0.000812	   0.038305	   0.031642	$   0.024480	   0.032928	   0.081906	   0.054882	    121.06 % .!!!.
lreps: 3 with reps: 90

10000 1  STAGGER IDENT_____	   0.001590	   0.033578	   0.023986	   0.021982	   0.022165	   0.029512	   0.058966	    139.99 % .!!!.
10000 1  SAWTOTH IDENT_____	   0.001586	$   0.004909	   0.003255	   0.003261	   0.003245	   0.004244	   0.044250	    150.81 % .!!!.
10000 1  _RANDOM IDENT_____	   0.001586	$   0.004911	   0.003264	   0.003265	   0.003244	   0.004233	   0.044290	    150.45 % .!!!.
10000 1  PLATEAU IDENT_____	   0.001589	   0.004805	   0.005936	   0.005948	   0.005932	   0.004016	   0.044328	     80.95 % 
10000 1  SHUFFLE IDENT_____	   0.001590	   0.004805	   0.005938	   0.005940	   0.005935	   0.004015	   0.039847	     80.93 % 
10000 1  STAGGER REVERSE___	   0.001580	   0.041177	   0.033744	   0.031742	   0.031998	   0.036387	   0.150201	    122.03 % .!!!.
10000 1  SAWTOTH REVERSE___	   0.001588	$   0.004915	   0.003258	   0.003255	   0.003241	   0.004233	   0.044289	    150.87 % .!!!.
10000 1  _RANDOM REVERSE___	   0.001585	$   0.004909	   0.003263	   0.003267	   0.003246	   0.004233	   0.044277	    150.46 % .!!!.
10000 1  PLATEAU REVERSE___	   0.001584	   0.012424	   0.003266	   0.003274	   0.003254	   0.002973	   0.044281	    380.39 % .!!!!!.
10000 1  SHUFFLE REVERSE___	   0.001590	   0.011857	   0.015389	   0.015308	   0.015369	   0.010452	   0.128262	     77.05 % 
10000 1  STAGGER REVERSE_FR	   0.001592	   0.037377	   0.028895	   0.026889	   0.027052	   0.032914	   0.102568	    129.35 % .!!!.
10000 1  SAWTOTH REVERSE_FR	   0.001584	$   0.004926	   0.003269	   0.003267	   0.003249	   0.004238	   0.044296	    150.70 % .!!!.
10000 1  _RANDOM REVERSE_FR	   0.001589	$   0.004904	   0.003255	   0.003261	   0.003243	   0.004225	   0.044307	    150.68 % .!!!.
10000 1  PLATEAU REVERSE_FR	   0.001589	   0.034019	   0.003292	   0.003291	   0.003280	   0.002934	   0.044319	   1033.41 % .!!!!!.
10000 1  SHUFFLE REVERSE_FR	   0.001584	   0.008323	   0.010686	   0.010706	   0.010691	   0.029992	   0.082395	     77.89 % 
10000 1  STAGGER REVERSE_BA	   0.001589	   0.037425	   0.028903	   0.026827	   0.027086	   0.032992	   0.102438	    129.49 % .!!!.
10000 1  SAWTOTH REVERSE_BA	   0.001585	$   0.004907	   0.003266	   0.003258	   0.003255	   0.004229	   0.044268	    150.26 % .!!!.
10000 1  _RANDOM REVERSE_BA	   0.001588	$   0.004912	   0.003253	   0.003265	   0.003247	   0.004250	   0.044273	    151.02 % .!!!.
10000 1  PLATEAU REVERSE_BA	   0.001587	   0.004808	   0.005937	   0.005938	   0.005942	   0.004022	   0.044370	     80.98 % 
10000 1  SHUFFLE REVERSE_BA	   0.001585	   0.037600	   0.029067	   0.026004	   0.027895	   0.032989	   0.082418	    129.35 % .!!!.
10000 1  STAGGER SORT______	   0.001585	   0.004798	   0.005966	   0.005955	   0.005952	   0.004021	   0.039909	     80.42 % 
10000 1  SAWTOTH SORT______	   0.001585	$   0.004910	   0.003262	   0.003269	   0.003254	   0.004231	   0.044235	    150.55 % .!!!.
10000 1  _RANDOM SORT______	   0.001589	$   0.004903	   0.003258	   0.003261	   0.003244	   0.004232	   0.044283	    150.45 % .!!!.
10000 1  PLATEAU SORT______	   0.001588	   0.004808	   0.005943	   0.005952	   0.005940	   0.004022	   0.044338	     80.90 % 
10000 1  SHUFFLE SORT______	   0.001591	   0.004803	   0.005935	   0.005949	   0.005938	   0.004011	   0.040031	     80.92 % 
10000 1  STAGGER DITHER____	   0.001584	   0.341737	   0.565868	   0.415868	   0.577092	   0.174499	   0.146589	     60.39 % 
10000 1  SAWTOTH DITHER____	   0.001586	   0.028688	   0.026747	   0.025572	   0.028462	   0.112322	   0.352175	    107.26 % .!.
10000 1  _RANDOM DITHER____	   0.001590	   0.028705	   0.026735	   0.025581	   0.028472	   0.112302	   0.350675	    107.37 % .!.
10000 1  PLATEAU DITHER____	   0.001588	   0.028683	   0.026767	   0.025453	   0.028494	   0.112355	   0.350583	    107.16 % .!.
10000 1  SHUFFLE DITHER____	   0.001590	   0.075215	   0.066094	   0.052629	   0.069768	   0.158628	   0.143391	    113.80 % .!!.
10000 4  STAGGER IDENT_____	   0.001591	   0.083007	   0.043458	   0.037690	   0.039484	   0.071995	   0.127386	    191.00 % .!!!!.
10000 4  SAWTOTH IDENT_____	   0.001589	   0.023741	   0.021706	$   0.022422	   0.022356	   0.112315	   0.347910	    109.38 % .!.
10000 4  _RANDOM IDENT_____	   0.001589	   0.097284	   0.091203	   0.093716	   0.093860	   0.112937	   0.584663	    106.67 % .!.
10000 4  PLATEAU IDENT_____	   0.001590	   0.004805	   0.005939	   0.005937	   0.005936	   0.004015	   0.044360	     80.91 % 
10000 4  SHUFFLE IDENT_____	   0.001589	   0.397048	   0.369329	   0.315901	   0.382169	   0.222070	   0.400672	    107.51 % .!.
10000 4  STAGGER REVERSE___	   0.001589	   0.091209	   0.053738	   0.047860	   0.049577	   0.079235	   0.226760	    169.73 % .!!!!.
10000 4  SAWTOTH REVERSE___	   0.001590	   0.025000	   0.022847	   0.022928	   0.022228	   0.112521	   0.351445	    109.42 % .!.
10000 4  _RANDOM REVERSE___	   0.001590	   0.097588	   0.090755	   0.094114	   0.090607	   0.112941	   0.583939	    107.53 % .!.
10000 4  PLATEAU REVERSE___	   0.001588	   0.012506	   0.003267	   0.003273	   0.003258	   0.002970	   0.044243	    382.84 % .!!!!!.
