
--- Bentley Basher ---

Start warm up ...
Warmup length: 501 reps: 20
lreps: 81 with reps: 1

CHECK_SORTED: false
USE_BOTTOM_UP: false
Warmup length: 10001 reps: 20
lreps: 1 with reps: 10

  End warm up (53880 iterations per sort).

-----


Starting benchmarks ...
Timings are given in milli-seconds (rms = mean + 1 stddev)


Length Sub-size  Builder Tweaker	BASELINE	DPQ_18_11	DPQ_18_11P	DPQ_11	RADIX	MARLIN	PEEK_SORT	DPQ_18_11_E	MARLIN_M2	[DPQ_18_11 % DPQ_18_11P]

lreps: 801 with reps: 17

10000 4096  SHUFFLE REVERSE_BA	   0.002394	   0.046000	   0.049122	!  0.093886	!  0.091343	   0.157790	   0.094270	   0.096223	   0.241673	     93.64 % 
10000 4096  STAGGER SORT______	   0.002345	   0.004627	   0.004439	   0.005538	   0.004841	   0.054983	   0.052439	   0.004541	   0.094289	    104.25 % ..
10000 4096  SAWTOTH SORT______	   0.002399	   0.004552	   0.004559	   0.005471	   0.004796	   0.054893	   0.052638	   0.004617	   0.094487	     99.84 % 
10000 4096  _RANDOM SORT______	   0.002348	   0.004615	   0.004602	   0.005334	   0.004839	   0.055156	   0.052407	   0.004667	   0.094603	    100.28 % ..
10000 4096  PLATEAU SORT______	   0.002389	   0.004555	   0.004554	   0.005482	   0.004799	   0.058116	   0.052505	   0.004619	   0.103536	    100.02 % ..
10000 4096  SHUFFLE SORT______	   0.002394	   0.004564	   0.004561	   0.005260	   0.004789	   0.055069	   0.052595	   0.004520	   0.094351	    100.07 % ..
10000 4096  STAGGER DITHER____	   0.002380	   0.502788	   0.528391	   0.543809	   0.167038	   0.404066	   0.398934	   0.635964	   0.505818	     95.15 % 
10000 4096  SAWTOTH DITHER____	   0.002420	   0.371850	   0.395939	   0.302054	   0.158207	   0.240822	   0.265360	   0.497506	   0.327744	     93.92 % 
10000 4096  _RANDOM DITHER____	   0.002393	   0.532797	   0.560118	   0.599582	   0.182670	   0.865930	   0.765104	   0.675320	   0.995883	     95.12 % 
10000 4096  PLATEAU DITHER____	   0.002402	   0.064834	   0.066680	   0.068081	   0.137193	   0.302296	   0.301629	   0.085937	   0.400972	     97.23 % 
10000 4096  SHUFFLE DITHER____	   0.002420	   0.086764	   0.097028	   0.111598	   0.214437	   0.177060	   0.249717	   0.117955	   0.254065	     89.42 % 
10000 16384  STAGGER IDENT_____	   0.002415	   0.508056	   0.527213	   0.534915	   0.162971	   0.398685	   0.389461	   0.629718	   0.510454	     96.37 % 
10000 16384  SAWTOTH IDENT_____	   0.002376	   0.004591	   0.004586	   0.005539	   0.004823	   0.055014	   0.052576	   0.004663	   0.094351	    100.10 % ..
10000 16384  _RANDOM IDENT_____	   0.002368	   0.538511	   0.565702	   0.599732	   0.252430	   0.867147	   0.766629	   0.672870	   0.997349	     95.19 % 
10000 16384  PLATEAU IDENT_____	   0.002397	   0.004555	   0.004549	   0.005486	   0.004804	   0.055165	   0.052671	   0.004600	   0.094302	    100.13 % ..
10000 16384  SHUFFLE IDENT_____	   0.002415	!  0.024279	!  0.026384	!  0.045540	!  0.042760	!  0.092918	   0.063230	!  0.047585	   0.144940	     92.02 % 
10000 16384  STAGGER REVERSE___	   0.002390	   0.490290	   0.508235	   0.538887	   0.162448	   0.393210	   0.384176	   0.624197	   0.504688	     96.47 % 
10000 16384  SAWTOTH REVERSE___	   0.002404	   0.011740	   0.012150	   0.011184	   0.011614	   0.121345	   0.058618	   0.016378	   0.210711	     96.62 % 
10000 16384  _RANDOM REVERSE___	   0.002360	   0.531960	   0.560315	   0.599784	   0.252672	   0.866804	   0.766452	   0.670384	   0.998509	     94.94 % 
10000 16384  PLATEAU REVERSE___	   0.002388	   0.012156	   0.012087	   0.011220	   0.011888	   0.121612	   0.058457	   0.016592	   0.210559	    100.57 % ..
10000 16384  SHUFFLE REVERSE___	   0.002350	!  0.036488	!  0.035521	!  0.049891	!  0.048109	   0.158020	   0.066397	!  0.063771	   0.256148	    102.72 % ..
10000 16384  STAGGER REVERSE_FR	   0.002358	   0.508232	   0.531992	   0.539343	   0.162870	   0.423550	   0.410040	   0.642716	   0.530418	     95.53 % 
10000 16384  SAWTOTH REVERSE_FR	   0.002362	   0.008404	   0.008379	   0.008370	   0.035462	   0.088753	   0.066790	   0.010444	   0.152124	    100.30 % ..
10000 16384  _RANDOM REVERSE_FR	   0.002407	   0.532935	   0.563323	   0.598440	   0.252516	   0.866665	   0.766187	   0.677301	   0.996761	     94.61 % 
10000 16384  PLATEAU REVERSE_FR	   0.002364	   0.008321	   0.008352	   0.008176	   0.035525	   0.088778	   0.066770	   0.010476	   0.152346	     99.62 % 
10000 16384  SHUFFLE REVERSE_FR	   0.002382	!  0.030047	!  0.031658	!  0.049347	!  0.062930	   0.125983	   0.075271	!  0.057738	   0.201752	     94.91 % 
10000 16384  STAGGER REVERSE_BA	   0.002405	   0.499211	   0.524617	   0.534030	   0.162360	   0.424267	   0.411451	   0.633632	   0.527602	     95.16 % 
10000 16384  SAWTOTH REVERSE_BA	   0.002372	   0.032817	   0.033061	   0.043564	   0.040716	   0.089006	   0.069199	   0.055468	   0.152271	     99.26 % 
10000 16384  _RANDOM REVERSE_BA	   0.002360	   0.530364	   0.557367	   0.593784	   0.252624	   0.867500	   0.767142	   0.670011	   0.998134	     95.16 % 
10000 16384  PLATEAU REVERSE_BA	   0.002427	   0.032804	   0.033036	   0.043455	   0.040604	   0.089052	   0.068983	   0.055378	   0.152204	     99.30 % 
10000 16384  SHUFFLE REVERSE_BA	   0.002423	   0.036776	   0.037938	   0.066211	   0.063825	   0.126024	   0.079342	   0.076059	   0.201537	     96.94 % 
10000 16384  STAGGER SORT______	   0.002354	   0.004633	   0.004446	   0.005584	   0.004850	   0.054974	   0.052445	   0.004676	   0.094359	    104.21 % ..
10000 16384  SAWTOTH SORT______	   0.002379	   0.004572	   0.004568	   0.005507	   0.004620	   0.055111	   0.052537	   0.004639	   0.094536	    100.08 % ..
10000 16384  _RANDOM SORT______	   0.002392	   0.004577	   0.004562	   0.005304	   0.004625	   0.054896	   0.052452	   0.004481	   0.094415	    100.33 % ..
10000 16384  PLATEAU SORT______	   0.002359	   0.004578	   0.004601	   0.005526	   0.004839	   0.055122	   0.052567	   0.004642	   0.094241	     99.50 % 
10000 16384  SHUFFLE SORT______	   0.002335	   0.004612	   0.004614	   0.005555	   0.004758	   0.055179	   0.052650	   0.004685	   0.094209	     99.96 % 
10000 16384  STAGGER DITHER____	   0.002367	   0.508512	   0.527093	   0.534465	   0.163178	   0.399827	   0.389736	   0.629756	   0.514529	     96.47 % 
10000 16384  SAWTOTH DITHER____	   0.002362	   0.085880	   0.092200	   0.092492	   0.156072	   0.225861	   0.254291	   0.109132	   0.316458	     93.14 % 
10000 16384  _RANDOM DITHER____	   0.002416	   0.537813	   0.567150	   0.599928	   0.252033	   0.867886	   0.766599	   0.671398	   0.997527	     94.83 % 
10000 16384  PLATEAU DITHER____	   0.002357	   0.086180	   0.092297	   0.091995	   0.167670	   0.225432	   0.254398	   0.108971	   0.315922	     93.37 % 
10000 16384  SHUFFLE DITHER____	   0.002395	   0.077433	   0.087241	   0.094353	   0.196644	   0.172984	   0.249862	   0.102646	   0.248435	     88.76 % 
lreps: 1 with reps: 5

50000 1  STAGGER IDENT_____	   0.031542	   0.255688	   0.243525	   0.353707	   0.313558	   0.708226	   0.735075	   0.418951	   1.145006	    104.99 % ..
50000 1  SAWTOTH IDENT_____	   0.030025	   0.030078	   0.035056	   0.039357	   0.071344	   0.519475	   0.454631	   0.035181	   0.990643	     85.80 % 
50000 1  _RANDOM IDENT_____	   0.029854	   0.035234	   0.035289	   0.039292	   0.070926	   0.519019	   0.454431	   0.035433	   0.993121	     99.84 % 
50000 1  PLATEAU IDENT_____	   0.029958	   0.039308	   0.039133	   0.048177	   0.039945	   0.522082	   0.454044	   0.040301	   0.991441	    100.45 % ..
50000 1  SHUFFLE IDENT_____	   0.029899	   0.034063	   0.034275	   0.048145	   0.039902	   0.484284	   0.455220	   0.040072	   0.879374	     99.38 % 
50000 1  STAGGER REVERSE___	   0.029499	   0.313296	   0.303431	   0.401241	   0.373721	   1.426507	   0.739989	   0.520612	   2.362011	    103.25 % ..
50000 1  SAWTOTH REVERSE___	   0.029508	   0.029702	   0.035528	   0.039259	   0.063819	   0.523376	   0.454235	   0.030542	   0.992460	     83.60 % 
50000 1  _RANDOM REVERSE___	   0.029479	   0.030218	   0.035237	   0.039296	   0.063436	   0.521573	   0.453497	   0.030985	   0.992942	     85.76 % 
50000 1  PLATEAU REVERSE___	   0.029604	   0.035382	   0.030648	   0.086297	   0.039824	   0.524326	   0.364841	   0.030933	   1.000567	    115.44 % .!!.
50000 1  SHUFFLE REVERSE___	   0.029521	   0.094922	   0.094279	   0.087251	   0.091129	   1.189607	   0.502658	   0.136549	   2.085228	    100.68 % ..
50000 1  STAGGER REVERSE_FR	   0.029874	   0.284190	   0.273150	   0.378462	   0.343959	   1.071149	   0.620025	   0.464251	   1.750227	    104.04 % ..
50000 1  SAWTOTH REVERSE_FR	   0.029617	   0.035317	   0.035228	   0.034677	   0.070817	   0.520024	   0.452602	   0.035340	   0.996231	    100.25 % ..
50000 1  _RANDOM REVERSE_FR	   0.029664	   0.035395	   0.030930	   0.039513	   0.063914	   0.523077	   0.453338	   0.035332	   0.994303	    114.44 % .!!.
50000 1  PLATEAU REVERSE_FR	   0.029753	   0.035274	   0.035250	   0.330571	   0.039923	   0.523364	   0.568695	   0.035340	   0.993732	    100.07 % ..
50000 1  SHUFFLE REVERSE_FR	   0.029653	   0.063824	   0.063876	   0.065135	   0.299845	   0.846365	   0.576649	   0.085883	   1.481527	     99.92 % 
50000 1  STAGGER REVERSE_BA	   0.029757	   0.283113	   0.274475	   0.378391	   0.343440	   1.072854	   0.593081	   0.467233	   1.746797	    103.15 % ..
50000 1  SAWTOTH REVERSE_BA	   0.029721	   0.030177	   0.030232	   0.039336	   0.070969	   0.520651	   0.453032	   0.035370	   0.991940	     99.82 % 
50000 1  _RANDOM REVERSE_BA	   0.029807	   0.035521	   0.035254	   0.034977	   0.071235	   0.521382	   0.454238	   0.035388	   0.992170	    100.76 % ..
50000 1  PLATEAU REVERSE_BA	   0.029838	   0.033776	   0.034355	   0.047783	   0.039861	   0.523849	   0.454939	   0.040067	   0.992897	     98.32 % 
50000 1  SHUFFLE REVERSE_BA	   0.029807	   0.270507	   0.274335	   0.377733	   0.343421	   0.839245	   0.593712	   0.463436	   1.480015	     98.60 % 
50000 1  STAGGER SORT______	   0.029749	   0.033999	   0.034367	   0.041728	   0.034521	   0.483864	   0.453343	   0.039987	   0.880126	     98.93 % 
50000 1  SAWTOTH SORT______	   0.029502	   0.035254	   0.035149	   0.039149	   0.063283	   0.522759	   0.453704	   0.035748	   0.993104	    100.30 % ..
50000 1  _RANDOM SORT______	   0.029451	   0.029651	   0.030510	   0.033409	   0.064096	   0.520177	   0.454556	   0.035351	   0.992551	     97.18 % 
50000 1  PLATEAU SORT______	   0.029381	   0.039953	   0.039787	   0.047937	   0.039912	   0.525011	   0.455791	   0.040091	   0.990297	    100.42 % ..
50000 1  SHUFFLE SORT______	   0.027451	   0.041626	   0.036064	   0.050138	   0.036936	   0.484847	   0.454785	   0.042002	   0.880881	    115.42 % .!!.
50000 1  STAGGER DITHER____	   0.029630	   3.587770	   4.078624	   2.412653	   1.502865	   1.522715	   2.735850	   5.101015	   2.191108	     87.97 % 
50000 1  SAWTOTH DITHER____	   0.029546	   0.262936	   0.267293	   0.309944	   0.973528	   3.503237	   3.352405	   0.371139	   4.522443	     98.37 % 
50000 1  _RANDOM DITHER____	   0.029654	   0.264897	   0.266871	   0.309128	   0.974349	   3.489853	   3.352682	   0.370227	   4.517941	     99.26 % 
50000 1  PLATEAU DITHER____	   0.029561	   0.262931	   0.267294	   0.309614	   0.973153	   3.491699	   3.354548	   0.371212	   4.525752	     98.37 % 
50000 1  SHUFFLE DITHER____	   0.029643	   0.665166	   0.764225	   0.823045	   1.426492	   1.479909	   2.648592	   0.911540	   2.162579	     87.04 % 
50000 4  STAGGER IDENT_____	   0.029865	   0.474595	   0.485175	   0.770049	   0.748439	   1.365847	   0.898512	   0.867303	   1.903787	     97.82 % 
50000 4  SAWTOTH IDENT_____	   0.029882	   0.256153	   0.236527	   0.364886	   0.973918	   3.452588	   3.327188	   0.298273	   4.498467	    108.30 % .!.
50000 4  _RANDOM IDENT_____	   0.029904	   0.782031	   0.846483	   0.930270	   0.978004	   4.776344	   4.360179	   1.087423	   5.735346	     92.39 % 
50000 4  PLATEAU IDENT_____	   0.029892	   0.034592	   0.039275	   0.047816	   0.040023	   0.523946	   0.451748	   0.040042	   0.992420	     88.07 % 
50000 4  SHUFFLE IDENT_____	   0.029898	   2.488789	   2.656969	   2.936036	   2.043381	   3.559348	   3.367856	   3.270652	   4.591221	     93.67 % 
50000 4  STAGGER REVERSE___	   0.029594	   0.535138	   0.545963	   0.816049	   0.802329	   2.069806	   0.940831	   0.971347	   3.120696	     98.02 % 
50000 4  SAWTOTH REVERSE___	   0.029583	   0.244960	   0.247600	   0.341208	   0.974832	   3.479019	   3.399435	   0.326160	   4.558242	     98.93 % 
50000 4  _RANDOM REVERSE___	   0.029506	   0.771493	   0.837430	   0.904760	   0.977771	   4.777224	   4.360343	   1.087558	   5.733784	     92.13 % 
50000 4  PLATEAU REVERSE___	   0.029508	   0.035279	   0.030685	   0.087459	   0.040190	   0.521743	   0.338358	   0.036074	   0.992894	    114.97 % .!!.
50000 4  SHUFFLE REVERSE___	   0.029517	   2.610477	   2.786424	   2.749568	   2.022321	   3.862010	   3.953224	   3.407338	   5.164700	     93.69 % 
50000 4  STAGGER REVERSE_FR	   0.029696	   0.576226	   0.583355	   0.789471	   0.774365	   1.722757	   0.918949	   1.057704	   2.515185	     98.78 % 
50000 4  SAWTOTH REVERSE_FR	   0.029714	   0.254442	   0.223315	   0.344567	   0.973332	   3.475608	   3.377357	   0.296289	   4.548234	    113.94 % .!!.
50000 4  _RANDOM REVERSE_FR	   0.029657	   0.783684	   0.845673	   0.938877	   0.978518	   4.775617	   4.360678	   1.083382	   5.735539	     92.67 % 
50000 4  PLATEAU REVERSE_FR	   0.029688	   0.035297	   0.035269	   0.330052	   0.039937	   0.526113	   0.506094	   0.035447	   0.992109	    100.08 % ..
50000 4  SHUFFLE REVERSE_FR	   0.029662	   2.515879	   2.681930	   2.885677	   2.052628	   3.773672	   3.720738	   3.255094	   4.923345	     93.81 % 
50000 4  STAGGER REVERSE_BA	   0.029812	   0.575491	   0.592267	   0.814316	   0.796535	   1.730792	   0.903770	   0.988576	   2.513689	     97.17 % 
50000 4  SAWTOTH REVERSE_BA	   0.029735	   0.241975	   0.235680	   0.394940	   0.973138	   3.489881	   3.374198	   0.331980	   4.549701	    102.67 % ..
50000 4  _RANDOM REVERSE_BA	   0.029732	   0.786465	   0.852831	   0.869914	   0.978391	   4.774317	   4.360344	   1.109035	   5.736133	     92.22 % 
50000 4  PLATEAU REVERSE_BA	   0.029719	   0.039316	   0.039326	   0.048223	   0.040018	   0.521298	   0.453860	   0.040042	   0.993054	     99.98 % 
50000 4  SHUFFLE REVERSE_BA	   0.029723	   2.997620	   3.257531	   2.778193	   2.033395	   3.773484	   3.754442	   3.957940	   4.929409	     92.02 % 
50000 4  STAGGER SORT______	   0.029833	   0.039250	   0.033915	   0.041867	   0.034464	   0.483714	   0.450213	   0.040209	   0.877920	    115.73 % .!!.
50000 4  SAWTOTH SORT______	   0.029581	   0.038289	   0.032759	   0.039338	   0.039941	   0.519020	   0.452061	   0.038802	   0.992311	    116.88 % .!!.
50000 4  _RANDOM SORT______	   0.029639	   0.038343	   0.038258	   0.039898	   0.034218	   0.522704	   0.451176	   0.038803	   0.992446	    100.22 % ..
50000 4  PLATEAU SORT______	   0.029334	   0.033625	   0.034068	   0.047917	   0.040688	   0.523572	   0.450850	   0.040137	   0.991449	     98.70 % 
50000 4  SHUFFLE SORT______	   0.029583	   0.039660	   0.034460	   0.042311	   0.034599	   0.485295	   0.450424	   0.035220	   0.880362	    115.09 % .!!.
50000 4  STAGGER DITHER____	   0.029706	   0.475508	   0.485969	   0.769638	   0.744994	   1.365207	   0.903164	   0.872699	   1.905046	     97.85 % 
50000 4  SAWTOTH DITHER____	   0.029590	   0.313535	   0.306130	   0.579977	   0.974158	   3.703802	   3.687826	   0.439715	   4.740380	    102.42 % ..
50000 4  _RANDOM DITHER____	   0.029607	   1.038102	   1.121294	   1.165697	   0.976522	   5.211090	   4.756479	   1.436360	   6.165523	     92.58 % 
50000 4  PLATEAU DITHER____	   0.029704	   0.272053	   0.271775	   0.323329	   0.972591	   3.499448	   3.326833	   0.429679	   4.532929	    100.10 % ..
50000 4  SHUFFLE DITHER____	   0.029624	   2.800833	   2.989580	   3.065899	   2.362881	   3.930315	   3.665434	   3.600605	   4.905222	     93.69 % 
50000 16  STAGGER IDENT_____	   0.029893	   0.799194	   0.831832	   1.299228	   1.489520	   1.832384	   1.295699	   1.396582	   2.453674	     96.08 % 
50000 16  SAWTOTH IDENT_____	   0.029944	   1.166186	   1.267824	   0.635136	   0.971082	   3.504079	   3.072761	   1.704698	   4.482350	     91.98 % 
50000 16  _RANDOM IDENT_____	   0.029891	   1.517883	   1.614377	   1.673441	   0.977094	   5.698271	   5.173814	   2.103513	   6.681098	     94.02 % 
50000 16  PLATEAU IDENT_____	   0.029954	   0.039371	   0.039151	   0.047759	   0.040493	   0.524203	   0.455677	   0.039951	   0.992163	    100.56 % ..
50000 16  SHUFFLE IDENT_____	   0.029855	   1.372698	   1.455162	   2.035194	   2.030442	   2.894117	   2.710384	   1.790640	   3.902328	     94.33 % 
50000 16  STAGGER REVERSE___	   0.029465	   0.850888	   0.890538	   1.347416	   1.531979	   2.553780	   1.370598	   1.492641	   3.649301	     95.55 % 
50000 16  SAWTOTH REVERSE___	   0.029503	   1.091294	   1.230469	   0.703574	   0.972243	   3.807838	   3.547866	   1.556923	   5.026278	     88.69 % 
50000 16  _RANDOM REVERSE___	   0.029497	   1.587814	   1.695262	   1.676033	   0.975298	   5.695036	   5.172990	   2.192169	   6.677703	     93.66 % 
50000 16  PLATEAU REVERSE___	   0.029559	   0.029762	   0.030379	   0.086801	   0.034770	   0.522282	   0.339312	   0.035539	   0.993007	     97.97 % 
50000 16  SHUFFLE REVERSE___	   0.029581	   1.633693	   1.753940	   1.775374	   1.996243	   3.361211	   2.880977	   2.214299	   4.719698	     93.14 % 
50000 16  STAGGER REVERSE_FR	   0.029727	   0.824138	   0.858048	   1.300406	   1.537705	   2.206587	   1.349870	   1.489177	   3.043085	     96.05 % 
50000 16  SAWTOTH REVERSE_FR	   0.029654	   1.015657	   1.119854	   0.618239	   0.971292	   3.699244	   3.315414	   1.443032	   4.758633	     90.70 % 
50000 16  _RANDOM REVERSE_FR	   0.029736	   1.523743	   1.641225	   1.664728	   0.975873	   5.694796	   5.170762	   2.126019	   6.680498	     92.84 % 
50000 16  PLATEAU REVERSE_FR	   0.029659	   0.030779	   0.035607	   0.330737	   0.039937	   0.526663	   0.507362	   0.035593	   0.993078	     86.44 % 
50000 16  SHUFFLE REVERSE_FR	   0.029634	   1.537433	   1.644620	   2.009621	   2.034544	   3.172464	   2.836883	   2.029432	   4.352443	     93.48 % 
50000 16  STAGGER REVERSE_BA	   0.029814	   0.835807	   0.876897	   1.318953	   1.521075	   2.195383	   1.270853	   1.466796	   3.043238	     95.31 % 
50000 16  SAWTOTH REVERSE_BA	   0.029734	   0.974514	   1.021723	   0.553413	   0.970841	   3.706599	   3.316429	   1.387628	   4.748606	     95.38 % 
50000 16  _RANDOM REVERSE_BA	   0.029749	   1.579395	   1.728097	   1.673401	   0.978212	   5.696386	   5.170773	   2.194204	   6.684200	     91.40 % 
50000 16  PLATEAU REVERSE_BA	   0.029766	   0.039421	   0.039310	   0.047978	   0.040069	   0.525381	   0.452489	   0.039990	   0.992984	    100.28 % ..
50000 16  SHUFFLE REVERSE_BA	   0.029760	   1.835238	   1.963426	   1.874551	   2.028173	   3.171223	   2.877218	   2.406104	   4.350349	     93.47 % 
50000 16  STAGGER SORT______	   0.029754	   0.039250	   0.039297	   0.042030	   0.034401	   0.482928	   0.451583	   0.040021	   0.877818	     99.88 % 
50000 16  SAWTOTH SORT______	   0.029684	   0.033183	   0.039029	   0.047246	   0.034601	   0.518729	   0.450640	   0.035158	   0.989181	     85.02 % 
50000 16  _RANDOM SORT______	   0.029646	   0.033727	   0.039234	   0.041168	   0.034327	   0.520661	   0.450792	   0.034955	   0.990120	     85.96 % 
50000 16  PLATEAU SORT______	   0.029382	   0.039776	   0.034497	   0.048038	   0.040415	   0.524635	   0.451525	   0.040090	   0.993911	    115.30 % .!!.
50000 16  SHUFFLE SORT______	   0.029596	   0.033790	   0.039774	   0.041691	   0.034347	   0.482954	   0.450825	   0.040452	   0.878452	     84.95 % 
50000 16  STAGGER DITHER____	   0.029680	   0.805869	   0.833248	   1.298994	!  1.418017	   1.831144	   1.294291	   1.394808	   2.453657	     96.71 % 
50000 16  SAWTOTH DITHER____	   0.029577	   1.205211	   1.303400	   1.204685	   0.971966	   4.191653	   3.978128	   1.717852	   5.140375	     92.47 % 
50000 16  _RANDOM DITHER____	   0.029621	   1.595893	   1.723935	   1.728142	   0.975856	   5.819532	   5.278979	   2.212298	   6.798081	     92.57 % 
50000 16  PLATEAU DITHER____	   0.029609	   0.274841	   0.277599	   0.319140	   0.972203	   3.488863	   3.330388	   0.542093	   4.527035	     99.01 % 
50000 16  SHUFFLE DITHER____	   0.029640	   1.768932	   1.899479	   2.213143	   2.127282	   3.077436	   3.015043	   2.323490	   4.088032	     93.13 % 
50000 64  STAGGER IDENT_____	   0.029835	   4.041621	   4.206112	   1.846403	   1.352687	   2.311947	   1.822565	   5.152588	   3.005286	     96.09 % 
50000 64  SAWTOTH IDENT_____	   0.029859	   1.562795	   1.637624	   1.349275	   0.971940	   3.219670	   2.725441	   2.297888	   4.078617	     95.43 % 
50000 64  _RANDOM IDENT_____	   0.029934	   2.226670	   2.404448	   2.419169	   0.974553	   6.512050	   5.878806	   3.118297	   7.484534	     92.61 % 
50000 64  PLATEAU IDENT_____	   0.029947	   0.033853	   0.034256	   0.047823	   0.039861	   0.520975	   0.450783	   0.039903	   0.990896	     98.82 % 
50000 64  SHUFFLE IDENT_____	   0.029985	   0.890931	   0.946302	   1.705263	   2.035114	   2.416846	   2.107048	   1.214993	   3.332656	     94.15 % 
50000 64  STAGGER REVERSE___	   0.029551	   4.099700	   4.276743	   1.893739	   1.368352	   3.000817	   1.842931	   5.235893	   4.205292	     95.86 % 
50000 64  SAWTOTH REVERSE___	   0.029509	   1.486903	   1.581610	   1.462799	   0.974045	   3.805473	   2.745909	   2.230756	   5.062560	     94.01 % 
50000 64  _RANDOM REVERSE___	   0.029501	   2.316375	   2.483348	   2.426442	   0.974606	   6.509933	   5.879416	   3.251199	   7.480746	     93.28 % 
50000 64  PLATEAU REVERSE___	   0.029564	   0.035546	   0.035689	   0.086195	   0.039975	   0.523142	   0.340511	   0.031123	   0.994069	     99.60 % 
50000 64  SHUFFLE REVERSE___	   0.029543	   1.303315	   1.405880	   1.459880	   1.993009	   2.974046	   2.072959	   1.813876	   4.289514	     92.70 % 
50000 64  STAGGER REVERSE_FR	   0.029643	   4.137111	   4.362699	   1.857216	   1.381248	   2.653506	   1.849259	   5.406415	   3.601588	     94.83 % 
50000 64  SAWTOTH REVERSE_FR	   0.029732	   1.525788	   1.611475	   1.506107	   0.973658	   3.571798	   2.736098	   2.205867	   4.638197	     94.68 % 
50000 64  _RANDOM REVERSE_FR	   0.029751	   2.267677	   2.473374	   2.437423	   0.974200	   6.507563	   5.878355	   3.134139	   7.479039	     91.68 % 
50000 64  PLATEAU REVERSE_FR	   0.029691	   0.030299	   0.035394	   0.331242	   0.040143	   0.524799	   0.506407	   0.035782	   0.995021	     85.61 % 
50000 64  SHUFFLE REVERSE_FR	   0.029678	   1.185217	   1.292519	   1.646171	   2.007324	   2.709891	   2.108625	   1.610026	   3.835655	     91.70 % 
50000 64  STAGGER REVERSE_BA	   0.029785	   4.211156	   4.443920	   1.866396	   1.361893	   2.674626	   1.790976	   5.381560	   3.619084	     94.76 % 
50000 64  SAWTOTH REVERSE_BA	   0.029837	   1.514594	   1.588912	   1.395208	   0.973028	   3.582240	   2.735724	   2.179959	   4.605945	     95.32 % 
50000 64  _RANDOM REVERSE_BA	   0.029744	   2.310228	   2.506231	   2.441785	   0.973530	   6.508999	   5.877915	   3.194755	   7.478960	     92.18 % 
50000 64  PLATEAU REVERSE_BA	   0.029719	   0.039463	   0.039421	   0.047946	   0.035165	   0.521467	   0.451652	   0.040082	   0.991238	    100.11 % ..
50000 64  SHUFFLE REVERSE_BA	   0.029789	   1.261796	   1.379180	   1.513459	   2.044212	   2.717637	   2.151800	   1.675501	   3.835820	     91.49 % 
50000 64  STAGGER SORT______	   0.029812	   0.039457	   0.039366	   0.041830	   0.034345	   0.482283	   0.450598	   0.040198	   0.877408	    100.23 % ..
50000 64  SAWTOTH SORT______	   0.027642	   0.041515	   0.041222	   0.043935	   0.036154	   0.521570	   0.452840	   0.036712	   0.980996	    100.71 % ..
50000 64  _RANDOM SORT______	   0.029553	   0.034095	   0.033767	   0.047973	   0.040416	   0.518983	   0.450838	   0.039991	   0.981483	    100.97 % ..
50000 64  PLATEAU SORT______	   0.029358	   0.039396	   0.034436	   0.048127	   0.040323	   0.524508	   0.452055	   0.040043	   0.994147	    114.40 % .!!.
50000 64  SHUFFLE SORT______	   0.029571	   0.034344	   0.033945	   0.041943	   0.039982	   0.483327	   0.451393	   0.040290	   0.878339	    101.18 % ..
50000 64  STAGGER DITHER____	   0.029656	   4.039398	   4.206941	   1.843620	   1.355884	   2.311392	   1.822910	   5.152171	   3.013909	     96.02 % 
50000 64  SAWTOTH DITHER____	   0.029700	   1.744246	   1.862005	   1.715370	   0.972216	   3.684677	   3.537795	   2.512721	   4.565230	     93.68 % 
50000 64  _RANDOM DITHER____	   0.029611	   2.264900	   2.459847	   2.448229	   0.976655	   6.537933	   5.900597	   3.161022	   7.508977	     92.07 % 
50000 64  PLATEAU DITHER____	   0.029576	   0.277306	   0.276755	   0.324649	   0.973023	   3.487032	   3.324420	   0.383678	   4.529945	    100.20 % ..
50000 64  SHUFFLE DITHER____	   0.029573	   1.293099	   1.383411	   1.886104	   2.062214	   2.563226	   2.739230	   1.728026	   3.515539	     93.47 % 
50000 256  STAGGER IDENT_____	   0.029957	   4.429572	   4.635967	   4.643320	   1.661701	   2.813950	   2.334970	   5.629146	   3.620222	     95.55 % 
50000 256  SAWTOTH IDENT_____	   0.029869	   2.043743	   2.191815	   1.792901	   0.978563	   2.732922	   2.186375	   3.026746	   3.492100	     93.24 % 
50000 256  _RANDOM IDENT_____	   0.029859	   2.964426	   3.218012	   3.198980	   0.978310	   7.195987	   6.509012	   4.149966	   8.209164	     92.12 % 
50000 256  PLATEAU IDENT_____	   0.029839	   0.039376	   0.039387	   0.047879	   0.039999	   0.523681	   0.451996	   0.040070	   0.992047	     99.97 % 
50000 256  SHUFFLE IDENT_____	   0.029966	   0.709606	   0.758651	   1.631439	   2.005251	   2.028460	   1.638416	   0.974059	   2.842682	     93.54 % 
50000 256  STAGGER REVERSE___	   0.029580	   4.427839	   4.635378	   4.567706	   1.658272	   3.478532	   2.340016	   5.640878	   4.737029	     95.52 % 
50000 256  SAWTOTH REVERSE___	   0.029498	   1.984016	   2.150416	   1.828788	   0.982469	   3.404741	   2.202166	   2.888272	   4.617956	     92.26 % 
50000 256  _RANDOM REVERSE___	   0.029589	   2.997544	   3.242532	   3.230665	   0.976216	   7.196989	   6.512169	   4.141529	   8.198422	     92.44 % 
